Singer,Name,Lyric,Category
陳奕迅, 不要關電視,好想哭 這是什麼日子 打開電視紛亂就不停止 靜靜的夜 心情跟著起起伏伏是是非非看不清楚 這個世界不應該如此風雨露 已把陽光遮住 留給孩子不是童話故事靜靜的夜 虛擬現實反反覆覆 重演的每一幕找不到愛與祝福 關上電視 不想被控制不管他和他和他的羅曼史 或他和他和他的哭訴關上電視 讓心情平復 重新過著自己想過的日子  感受被紛亂世界遺忘的幸福 不要看 不要問不要講不要聽 享受著 片刻寧靜 等一等 停一停想一想 靜一靜 給自己一點清醒 關上電視多一點角度 好讓他和他和他都退一步給他和他和他些祝福 讓真情流露好好想想我們想要的日子 或許能讓這世界變得更舒服沒有笑 沒有歌 沒有你 沒有我 這世界還算什麼一個笑 一首歌 一個你 一個我 能做的 還有很多關電視 說聲晚安,悲傷
陳奕迅, 之外,跟天上的風 說嗨跟心上的債 掰掰希望是一隻妖怪失望是它的雙胞胎看無聲的雲蒼白那墓碑上的花老的真快忽然 心情垮下來於是我在雷雨中跪拜在傷心之外 我明白愛並不存在在真心之外 我應該抓不住真愛這詭異的愛 愛 愛太多預言會修改太多結局不能猜太無奈說現實它是無賴那是你並不懂它的病態也許嘗一點孤單  之後你才懂它多壞在想念之外 我明白愛是一場災在懷念之外 我應該忘記一些愛跟命運說快 快 快別再問我未來 我的地圖沒買我會往漆黑裡栽Oh在昨天之外 我明白愛不會回來在今天之外 我應該永遠不能愛但明天的怪 怪 怪太多黯然的心態 太多灰色和黑白我不該迷信未來 想在絕望中等待風之外Oh沒人來,悲傷
陳奕迅, 反高潮,這秒鐘 十分感動接下來 只可以更加激進如若要平庸 十一分的平庸微笑大笑後必須發瘋動不動 就很感動縱壞時 生死也懶得起哄娛樂再無窮 但本質都雷同矛盾漸進就己是沉淪如何留得住高潮一招了 太過少靈與慾已升級了怎可再跌落寂寥這十八層怎麼跳敵不動 自己不動厚面皮 一刀剌進都不痛危難中兒童 撞冰山的郵輪難煽動我又滿面愁容  如何留得住高潮一招了 太過少靈與慾已升級了怎可再跌落寂寥這十八層怎麼跳不清楚 怎麼縱壞了不得了 想得到 得到了嫌少這一秒 只知多麼需要留得住高潮一招了 太過少靈與慾已升級了怎可再跌落寂寥這道斷橋即管跳心不死我最多情感漸失調 糟了最近連高潮都停不了連高潮都煩擾,悲傷
陳奕迅, 心燒,寒流來臨的一天我卻早起從微明時刻開始細看晨曦這透白的美　怎麼説起一點點飄雪已漸次翻飛誰能夠了解天意看透玄機誰曾説世間將會走進溫室世紀可惜對不起　當心已死追憶的北風暗地會吹起點起心裡火　去燒要燒燬腦內有過你日記卻是　這火透著那份暖真好比再共你一起留下灰燼也是美  嚴寒裡結冰的河如同平地然而我竟失足跌穿冰封的痛悲請許我淹死　不必救起冰點中瑟縮過活誰又理點起心裡火　去燒要燒燬眼內看過你極美卻是　這火透著那份暖真好比再共你一起延續我這口氣點起心裡火　去燒要燒燬每段過去我共你卻是　這火再沒法熱暖這段愛終於被忘記留下只得呼吸的　冷氣,悲傷
陳奕迅, 他一個人,慶幸每夜　那樣疲勞再沒渴望　得到擁抱那一晚他　如此跟我講要是愛欲　徹夜難忘半夜散步　通宵洗熨記得那一晚他　如此跟我講然後我　看到了　他眼光然後我　那安慰　沒法講他看戲　也一個人看他放假　也一個人放他叫我　記得有時間　對你好一些他跳舞　也一個人跳他說笑　也一個人笑他叫我　這刻如能被愛　別太輕率分開快樂宴會　分組跳舞最後也是　剛好單數那單數的　如此跟我講怕被冷落　怕被遺忘但最後卻是　白走這一趟那一晚他　說的笑話　使我很不安  明白我　這一世　差點會怎過然後我　太需要　共你講 他看戲　也一個人看　他放假　也一個人放　他叫我　記得有時間　對你好一些　他跳舞　也一個人跳　他說笑　也一個人笑　他說我　有一個人愛我　無論有多苦　也比不上他 我怕遇見的以後　我怕面對的過去那晚上猶如附身於　這個他 他看戲　也一個人看他放假　也一個人放他叫我　永不要忘記　對你好一些他喝醉　也一個回家他怕冷　也一個人怕他叫我　要將你留低相戀再苦　孤單更可怕他跳舞　也一個人跳他說笑　我不太敢笑不要說　我想你也明了為何在那晚　我抱著你哭了,悲傷
陳奕迅, 四季圈,冬天來了 誰在回憶裡掙扎春天來了 誰的希望發了芽夏天來了 貪玩的孩子忘了回家秋天來了 我們的田野沸騰啊我們唱著歌 陪日子慢慢過我們唱著歌 等明天說什麼還要過多久 她才會開口告訴我 這交替有沒有盡頭 有沒有盡頭秋天走了 你的聲音用舊了  冬天走了 貪玩的孩子長大了春天走了 誰的眼淚停不下夏天走了 誰把球鞋跑掉了我們唱著歌 陪日子慢慢過我們唱著歌 等明天說什麼我們唱著歌 陪日子慢慢過我們唱著歌 等明天說什麼還要過多久 她才會開口告訴我 這交替有沒有盡頭 有沒有盡頭我們唱著歌,悲傷
陳奕迅, 白玫瑰,白如白牙 熱情被吞噬 香檳早揮發得徹底白如白蛾 潛回紅塵俗世 俯瞰過靈位但是愛驟變芥蒂後 如同骯髒污穢 不要提沉默 帶笑玫瑰 帶刺回禮 只信任防衛怎麼冷酷卻仍然美麗 得不到的 從來矜貴身處劣勢 如何不攻心計流露敬畏 試探你的法規即使惡夢卻仍然綺麗 甘心墊底 襯你的高貴一撮玫瑰 模擬心的喪禮前事作廢 當我已經流逝 下一世白如白忙 莫名被摧毀 得到的竟已非那位白如白糖 誤投紅塵俗世 消耗裡亡逝但是愛驟變芥蒂後 如同骯髒污穢 不要提沉默 帶笑玫瑰 帶刺回禮 只信任防衛  怎麼冷酷卻仍然美麗 得不到的 從來矜貴身處劣勢 如何不攻心計流露敬畏 試探你的法規即使惡夢卻仍然綺麗 甘心墊底 襯你的高貴一撮玫瑰 模擬心的喪禮前事作廢 當我已經流逝 下一世怎麼冷酷卻仍然美麗 得不到的 從來矜貴身處劣勢 如何不攻心計流露敬畏 試探愛的法規即使惡夢卻仍然綺麗 甘心墊底 最美的姿勢一撮玫瑰 模擬心的喪禮前事作廢 當我已經流逝即使惡夢卻仍然綺麗 甘心墊底 襯你的高貴給我玫瑰 前來參加喪禮前事作廢 當我已經流逝 又一世,悲傷
陳奕迅, 你的背包,一九九五年　我們在機場的車站你借我　而我不想歸還那個背包　載滿　紀念品和患難還有摩擦留下來的圖案你的背包　背到現在還沒爛卻成為我身體另一半千金不換　它已熟悉我的汗它是我肩膀上的指環背了六年半　我每一天陪它上班你借我　我就為你保管  我的朋友　都說　它舊得很好看遺憾是它已與你無關 你的背包　讓我走得好緩慢　終有一天陪著我腐爛　你的背包　對我沉重的審判　借了東西為什麼不還 借了東西為什麼不還,悲傷
陳奕迅, 你為什麼哭了呢,天黑了禮物拆了一半赤裸裸 晾在陽台上用力想 是什麼把罪惡卸下謊話自然而然先走必留下風光恨比愛簡單那麼你為什麼哭了呢  曾崇拜的仍景仰另些嗤鼻已然你說寓言太浮誇連自私也傾囊曾掙扎的仍迴盪另些惰性使然你說傷害很體貼總好過什麼都不講但 你為什麼哭了呢,悲傷
陳奕迅, 你會不會,我們約會　我們再會沒想到再沒有擁抱的機會我們傷悲　我們流淚也只能流落到陌生人的嘴那五呎寬的床位已成為這段感情的紀念碑hmm.......我們愛誰　我們陶醉還看錯了現在身邊是誰我曾以為　我卻誤會  一轉身就能擦乾你的汗水給我一百萬歲也許都不能看著你沉睡hmm.......我還不夠累不能夠沉睡錯過了再見你的機會給我藥水回到夢中的　最美麗的盛會你還蓋著那張　棉被責怪我頹廢　hmm......你會不會　會不會　會不會　會不會,悲傷
陳奕迅, 完,一刻心也跳著 命能懸著 尚能延著雖則一秒過後或結帳光陰雖倒計著 但呢喃下 照樣漫長塵寰未了 沒有路撒手歸向從來從來病床一張 就算已躺上 點滴再響 但意志高漲雖已走向 那滅亡最終一章 全力多打漂亮一仗仍祈望那重傷 或會有轉向 這是妄想 怎也說不上無力軟弱 總不免變得倔強 無奈生於死角 只得一個下場終迫出勇氣讓 被誰懲罰 被誰原諒願再擔保 不過信譽壞了帳終識得去退讓 但懸崖上 再沒後牆唯求未變敵對互送多一掌從來從來病床一張 就算已躺上 點滴再響 但意志高漲  雖已走向 那滅亡最終一章 全力多打漂亮一仗如承受那重傷 未見有轉向 這樣對比 可會太牽強同樣脆弱 不得已要坦白嗎 病至膏肓 再避不上自認自認未絕望 未去努力著但時日錯過了 再怎可勉強沒權利失落失望 今天我倆 俱傷得 欠救藥原來尚有創傷 沒法去敷上 關係哪可 斷了再拉上可會驚詫 世事如只得一廂 沒法扭轉結局方向原來尚有理想 沒法再攀上 想贈那獎 都不及去頒上難道歲月 多少課也可白上 唯獨告別路途 要懂怎去走上手一僵眼閉著 未能延著 別求延著學會花圈棺蓋了後 就獻上但願步過瞻仰 你亦明白 看穿真相尚有些仗 全力亦打不上,悲傷
陳奕迅, 忘記歌詞,並沒甚麼　我愛上的　不愛我我也慣了　不想哭太多　嘆息奈何但　亦高興我每當需要救助良朋摯友總會 LA LA 救我講愛情　講友誼　再之後是甚麼這句詞忘記了　可否繼續唱歌RE DO SO RE DO SO 那空白是甚麼將語言淘汰了　都可震動你麼隨旋律變化　即興又如何ME ME ME DO　句句有 ME 講到我FA FA FA FA　真的睇FA麼　FA可是SODO DO 都試過　有天　總會DO吧  為何TE TE怎計　亦漏了LA太累　太亂　太害怕　說不出說話你試過日日背台詞　自信記熟那對白嗎最後卻在那臨場射靶　雙腿發麻驚到傻　急到傻　再之後是甚麼整句詞忘記了　可否繼續唱歌RE DO SO RE DO SO 那空白是甚麼口裡無言以對　心中卻是有歌言詞若有錯　不唱又如何MI MI MI SO　RE RE RE MI　RE DO DOFA FA FA FA　MI MI RE DO RE　DO RE LA SOMI MI SO　RE RE MI RE DO DO LA誰能笑我一句　亦沒唱錯,悲傷
陳奕迅, 我什麼都沒有,我沒有我沒有沒有從運氣到信心到天空宇宙全屬某某未明何處有售我沒有理會有沒有連伴侶也要花費多幾倍力才望個夠但仍然難擁有曾愛惜的總要放手難接手的又來等候如我愛你你愛的他都要走同樣犯不著哀求遺憾夠 還要去張開笑口連夢裡也會覺得快樂難求連淚光都光不過黑夜盡頭不過不過我不用難受像我對你也不敢講永久連天都知這瑣碎悲哀背後一切都不算得罕有(其實我跟你都不算得罕有)我沒有我沒有沒有從樂趣到痛苦到悲歡愛恨全被折扣亦沿門去聽候我沒有理會有沒有  連玩意也要花費多幾倍力才玩個夠命途無奇不有曾愛惜的總要放手難接手的又來等候如我愛你你愛的他都要走同樣犯不著哀求遺憾夠 還要去張開笑口連夢裡也會覺得快樂難求連淚光都光不過黑夜盡頭不過不過我不用難受像我對你也不敢講永久連天都知這瑣碎悲哀背後一切都不算得罕有夢裡也會覺得快樂難求連淚光都光不過黑夜盡頭不過不過我不用難受像我對你也不敢講永久連天都知這瑣碎悲哀背後一切都不算得罕有其實我跟你都不算得罕有,悲傷
陳奕迅, 我甚麼都沒有,我沒有我沒有沒有從運氣到信心到天空宇宙全屬某某未明何處有售我沒有理會有沒有連伴侶也要花費多幾倍力才望個夠但仍然難擁有曾愛惜的總要放手難接手的又來等候如我愛你你愛的他都要走同樣犯不著哀求遺憾夠  還要去張開笑口夢裡也會覺得快樂難求連淚光都光不過黑夜盡頭不過不過我不用難受像我對你也不敢講永久連天都知這瑣碎悲哀背後 oh no一切都不算得罕有我沒有我沒有沒有從樂趣到痛苦到悲歡愛恨全被折扣亦沿門去聽候  我沒有理會有沒有連玩意也要花費多幾倍力才玩個夠命途無奇不有曾愛惜的總要放手難接手的又來等候如我愛你你愛的他都要走同樣犯不著哀求遺憾夠  還要去張開笑口夢裡也會覺得快樂難求連淚光都光不過黑夜盡頭不過 不過我不用難受像我對你也不敢講永久連天都知這瑣碎悲哀背後 oh no一切都不算得罕有夢裡也會覺得快樂難求連淚光都光不過黑夜盡頭不過 不過我不用難受像我對你也不敢講永久連天都知這瑣碎悲哀背後 oh no一切都不算得罕有其實我跟你都不算得罕有,悲傷
陳奕迅, 我們,該說的 別說了你懂得 就夠了真的有 某一種悲哀連淚也不能流只能 目送我最大的遺憾是你的遺憾 與我有關沒有句點 已經很完美了何必誤會 故事 沒說完還能做什麼呢我連 傷感 都是 奢侈的我一想念 你就那麼近但終究 你都不能陪我到 回不去的 遠方原來我很快樂只是不願承認在我懷疑 世界時你給過我 答案  我最大的遺憾是你的遺憾 與我有關沒有句點 已經很完美了何必誤會 故事 沒說完還能做什麼呢我連 傷感 都是 奢侈的我一想念 你就那麼近但終究 你都不能陪我到 回不去的 遠方原來我很快樂只是不願承認在我懷疑 世界時你給過我 答案我感覺到幸福是看見你幸福曾經親手把時間變慢可惜我們 沒有等 我們,悲傷
陳奕迅, 我們不哭了,如果天哭了　 拿一把傘如果風消失了　 吹一口氣如星殞落　 燒煙花點亮晚空如果一天我們不哭了如果花枯萎了　 待春天返  如果海變冰河　 隨意滑行如山崩塌　 揮一身衣袖麈土如果一天我們不哭了如果他都走了　 唸一首詩如不再呼吸了　 吻你額上如你不在　 庇佑這宇宙眾生如果一天我們不哭了,悲傷
陳奕迅, 我們都寂寞,趕著下班的計程車　一嘯而過下班後不想回家的我　誰要理我很多年之前我問　朋友來陪我　有誰來愛我買醉的時候你認識我　最後還一起生活為怕寂寞　我們做了很多　最沒空寂寞偶遇你之後我說　想有人愛我　就有人愛我可是我　不知道想要什麼　不知道擁有什麼可能我們都寂寞  迎面一個老尼姑走過　把路燈看破有你在家裡苦等的我　難道比她幸福的多現在不想下班的我　沒愛好難過　有愛算什麼我恨我　我不知道想要什麼　我不知道擁有什麼可能我們都寂寞走過馬路的我說　一個人寂寞　兩個人寂寞可能我　我不知道擁有什麼　而我又缺少什麼我害怕什麼　怕什麼我不知道愛算什麼　而我又算什麼　我們都寂寞,悲傷
陳奕迅, 那一夜有沒有說,雲　在趕月　路低聲說　就翻風雪寒　十一月　遊人望鄉心切此際的　空氣冷冽　像當天感嘆般淒絕人　在惜別　十分想說　願一起賞雪我　笨且拙　從來大意善忘擁抱間　該有說吧　像飛霜初降般轟烈  但　是否真的有這場雪但　是否真的有清心直說如沒說　一生都虧欠有雪吧　讓記憶景像更(加)深遠有說吧　為掛牽寫上壯麗完結篇聽細說下　未了的心願　埋在那天心底空缺　被那點說白蓋掩前路不斷　在雪下前　淚要落完,悲傷
陳奕迅, 其實我記得(&楊千嬅), 傷感的眼淚從來未屬我 像往昔一樣我每天好好的過 分手這結果真的有痛心過 伴我走只得我原來亦沒不可  是逝去那些經歷 改變著我  並沒有那一方 是對跟錯  你眼睛溫柔過  夢與想再飄過 飛出天空唱我的歌(  欣賞再次自在一個)  其實我記得 曾被愛的感覺 相擁親吻路上唱和  你我亦那麼傻 而其實我記得  曾承諾過這麼多(  當初的許多經過)  當天都也認真過 沒有誰能像我們清楚 曾這麼珍惜過(沒有誰能像你諒解我) (讓過程留在我們心窩)  當天的故地 無言又路過 與友好今夜談話中可講起我  心底的痛楚 光陰再擦洗過 你會否想起我仍懷念著當初,悲傷
陳奕迅, 垃圾,如果我是半張廢紙　讓我　化蝶如果我是個空罐子　被你　鐵了心被你遺棄　被你活埋　讓我愉快　讓我瓦解讓我盛放　頹廢中　那媚態留我做個垃圾　長留戀於你家從沉溺中結疤　再發芽情愛就似垃圾　殘骸雖會腐化庭園中最後也　開滿花被世界遺棄　不可怕　喜歡你　有時還可怕沒法再做那些牽掛　比不上　在你手中火化不需要　完美得可怕  太快樂　從無牽掛　殘忍不好嗎被世界遺棄　不可怕　喜歡你　有時還可怕沒法再做那些牽掛　比不上　在你手中火化不需要　完美得可怕太快樂　如何招架　殘忍不好嗎被世界遺棄　不可怕　喜歡你　有時還可怕沒法再做那些牽掛　比不上　在你手中火化不需要　完美得可怕太快樂　如何招架　殘忍不好嗎灰燼裡　被徹底消化我以後　全無牽掛　什麼都不怕,悲傷
陳奕迅, 孤兒仔,傳說世間每個人　也會有一位天使護蔭 縱使渺小仿如微塵　仍可棲身當愛人呼吸 可惜像我這一種人　聖母永遠不肯給予憐憫 每天如像苦兒祈求　誰可真心的逗我開心 誰說會與我騎迴旋木馬　　天黑透了伴我一起歸家 是我或你犯錯了嗎　人被半路撇下 受那風吹雨打 誰人會愛我這種孤兒仔　 流落到谷底 恐怕我已是個熱戀的後遺 無人前來認領骯髒的身體　　若想抱抱就等下一世 誰要我這種孤兒仔　 誰贈我安慰 當我至愛路過　亦不想拾遺 誰在從前話我貧窮但美麗　　　但想抱抱就等待轉世 我這種身世 誰說會與我騎迴旋木馬  　　天黑透了伴我一起歸家 是我或你犯錯了嗎　人被半路撇下 受那風吹雨打 誰人會愛我這種孤兒仔　 流落到谷底 恐怕我已是個熱戀的後遺 無人前來認領骯髒的身體　　若想抱抱就等下一世 誰要我這種孤兒仔　 誰贈我安慰 當我至愛路過　亦不想拾遺 誰在從前話我貧窮但美麗　　但想抱抱就等待轉世 我這種身世 誰人會愛我這種孤兒仔　 流落到谷底 恐怕我已是個熱戀的後遺 無人前來認領骯髒的身體　　若想抱抱就等下一世 誰要我這種孤兒仔　 誰贈我安慰 當我至愛路過　亦不想拾遺 誰在從前話我貧窮但美麗　　但想抱抱就等待轉世 我這種身世,悲傷
陳奕迅, 孤獨患者,歡笑聲　歡呼聲炒熱氣氛　心卻很冷聚光燈　是種蒙恩我卻不能　喊等一等我真佩服我　還能幽默掉眼淚時　用笑掩過怕人看破　顧慮好多不談寂寞　我們就都快活我不唱聲嘶力竭的情歌不表示沒有心碎的時刻我不曾攤開傷口任宰割癒合　就無人曉得　我內心挫折活像個孤獨患者　自我拉扯外向的孤獨患者　有何不可笑越大聲　越是殘忍擠滿體溫　室溫更冷萬一關燈　空虛擾人  我卻不能　喊等一等你說你愛我　卻一直說說我不該　窩在角落策劃逃脫　這也有錯連我脆弱　的權利都掠奪我不唱聲嘶力竭的情歌不表示沒有心碎的時刻我不曾攤開傷口任宰割癒合　就無人曉得　我內心挫折活像個孤獨患者　自我拉扯外向的孤獨患者　有何不可我不要聲嘶力竭的情歌來提示我需要你的時刻表面鎮定並不是保護色反而　是要你懂得　我不知為何活像個孤獨患者　自我拉扯外向的孤獨患者　需要認可,悲傷
陳奕迅, 忽然難過,不知怎會難過　即使走進夜半里一起正喝醉唱歌寂寞又是甚麼　這刻只要你看我不必說愛我  陪你說說笑笑彷彿拍和無法更多給你嘗過如我痛痛快快不想折磨求你遠走不會恨我  一生幾多青春可以再醉臥而我說過不須要太計較結果  浪漫又是甚麼　春風秋雨定有變化怎麼已看破 我沒有話　這晚我難過　不說話我沒有話　你愛我甚麼 怎可天天假裝只有說盼望無法更多給你嘗過不應匆匆光陰跟我再放浪求你遠走不會恨我La La La La...,悲傷
陳奕迅, 放棄治療,看一隻小鳥 拔光羽毛卻要求他活蹦亂跳 發了狂胡鬧當人們探討 怎麼做環保我卻只有能力擔心 下一餐溫飽我的生活 被戴了手銬拚命地跑 誰管你好不好 要不要給我一秒鐘的咆哮 取代一籮筐的禮貌寂寞的人最怕手機沒訊號 繼續往火裡跳給我一丁點的無聊 取代一整晚熱鬧累一天躺在床上 只差一顆安眠藥我睡不著 我好想睡覺停止不了 腦袋一直繞社會強迫你燃燒 現代人思考是我不好 哪來那麼多煩惱  莫名其妙 忽然想到 原來忘了吃藥我的生活 被戴了腳鐐拚命地撬 卻動也動不了 無法逃給我一秒鐘的咆哮 取代一籮筐的禮貌寂寞的人最怕手機沒訊號 繼續往火裡跳給我一丁點的無聊 取代一整晚熱鬧累一天躺在床上 輸給一顆安眠藥只想睡覺 怎麼都睡不著給我一秒鐘 或許一分鐘會更好心願誰可以聽到一下哭一下笑我已經快要瘋掉 不要吵oh…oh…oh… ba la ba ba ba bi do dap doooh… 一次一次又一次警告 急得跳腳再睡不著 就放棄治療,悲傷
陳奕迅, 於心有愧,如果我聽歌可眼紅何以待你好偏不懂自細做過多少美夢　慈悲的偉論連乞丐喊窮心也痛竟怕放懷擁抱你　讓你露歡容追悔無用　轉眼發現　你失蹤曾聽說過　你某夜結婚　未曾露笑容實在不敢知道我是元凶大概當初我未懂得顧忌年少率性害慘你令人受傷滋味　難保更可悲這心地　再善良終生怎去　向你說對不起良心有愧　原來隨便錯手　可毀了人一世立志助世人脫貧以為便偉大到像多麼有為這種刺蝟　連誰曾待我好　都可帶來傷勢被我害過來接受我跪是我在製造眼淚居然想救世  就算積蓄獻盡飢荒赤地而太多債沒處理累人累己滋味　餘生也記起數一數　我實情不只得你要說句對不起良心有愧　原來隨便錯手　可毀了人一世立志助世人脫貧以為便偉大到像多麼有為這種刺蝟　連誰曾待我好　都可帶來傷勢被我害過來接受我跪是我在製造眼淚居然想救世於心有愧　原來隨便錯手　可毀了人一世立志助世人脫貧以為便偉大到像多麼有為這種刺蝟　連誰曾待我好　都可帶來傷勢內疚內疚內疚沒作為直到在某年某日我能安息於葬禮仍想你一家可到齊,悲傷
陳奕迅, 紅玫瑰,夢裡夢到　醒不來的夢　紅線裡被軟禁的紅所有刺激　剩下疲乏的痛　再無動於衷從背後　抱你的時候　期待的卻是她的面容說來實在嘲諷　我不太懂　偏渴望你懂 是否幸福輕的太沉重　過度使用不癢不痛　爛熟透紅空洞了的瞳孔　終於掏空　終於有始無終　得不到的永遠在騷動　被偏愛的　都有恃無恐　玫瑰的紅　容易受傷的夢　握在手中卻流失於指縫　又落空紅是硃砂痣烙印心口　紅是蚊子血般平庸時間美化那僅有的悸動　也磨平激動從背後　抱你的時候　期待的卻是她的面容  說來是太嘲諷　我不太懂　偏渴望你懂 是否說愛都太過沉重　我的虛榮不癢不痛燒得火紅　蛇行纏繞心中　終於冷凍終於有始無終得不到的永遠在騷動　被偏愛的　都有恃無恐玫瑰的紅　容易受傷的夢　握在手中卻流失於指縫得不到的永遠在騷動　被偏愛的　都有恃無恐玫瑰的紅　傷口綻放的夢　握在手中　卻流失於指縫　在落空,悲傷
陳奕迅, 美麗謊言,只因不應該聽而聽　此刻不知怎樣去反應你問這事情　有沒有內情　這刻可否只當夢醒 只因不應該聽而聽　此刻不需裝作你反應　我為這事情　背負了罪名　假使不想荒費餘生的那光景 我用心欺騙想把你留下　卻沒心的揭了創疤　餘剩已是無時間於這舊地方　我對你說罷　你會遠去嗎？　我用心欺騙想把你留下　你又可知我更痛嗎？　如若你願聆聽真話　如看到這世界可怕　別怕,悲傷
陳奕迅, 浮誇,有人問我 我就會講 但是無人來我期待到無奈 有話要講 得不到裝載我的心情猶像樽蓋 等被揭開 咀巴卻在養青苔人潮內 愈文靜 愈變得 不受理睬 自己要搞出意外像突然 地高歌 任何地方也像開四面台著最閃的衫 扮十分感慨 有人來拍照要記住插袋你當我是浮誇吧 誇張只因我很怕似木頭 似石頭的話 得到注意嗎其實怕被忘記 至放大來演吧很不安 怎去優雅世上還讚頌沉默嗎不夠爆炸 怎麼有話題 讓我誇 做大娛樂家那年十八 母校舞會 站著如嘍囉那時候 我含淚發誓各位 必須看到我在世間 平凡又普通的路太多 屋村你住哪一座情愛中 工作中 受過的忽視太多 自尊已飽經跌墮  重視能治肚餓 末曾獲得過便知我為何大動作很多 犯下這些錯搏人們看看我 算病態麼你當我是浮誇吧 誇張只因我很怕似木頭 似石頭的話 得到注意嗎其實怕被忘記 至放大來演吧很不安 怎去優雅世上還讚頌沉默嗎不夠爆炸 怎麼有話題 讓我誇 做大娛樂家幸運兒並不多 若然未當過就知我為何用十倍苦心做突出一個 正常人夠我富議論性麼你叫我是浮誇吧 加幾聲噓聲也不怕我在場 有悶場的話 表演你看嗎 夠歇斯底里嗎以眼淚淋花吧 一心只想你驚訝 我舊時似未存在嗎加重注碼 青筋也現形 話我知 現在存在嗎凝視我 別再只看天花 我非你杯茶也可盡情地喝吧 別遺忘有人在 為你 聲沙,悲傷
陳奕迅, 破曉,遺棄的聲音又響起了 遺棄的感覺偏剩下多少不聽不觸摸不痛楚 懶看懶記憶懶問我今天得到的叫什麼 管不了天 亦天天的了 地 天天的了心也未能料 我已再不渺小讓昨天一朝了 或且某月某日某宵我倦了人有幾多天拾起改變人有幾多次堅定地向著前一天清一天風雨飄 似了似了不了地了他朝得到的縱是小 不緊要  天 亦天天的了 地 天天的了心也未能料 我已再不渺小讓昨天一朝了 或且某月某日某宵我倦了心 亦天天的了 夢 天天的了雖也未能料 但是我的決心沒有點滴動搖 或且某月某日某宵,悲傷
陳奕迅, 婚禮的祝福,時間一秒一秒一秒倒數計時往事一幕一幕一幕突然靜止你挽著他他挽著你向我走過來同桌的人蜂擁而上將你我隔開我乾杯你隨意這是個殘酷的喜劇我的人生早留在你那裡我卻還要故作瀟灑地你和他我和你這是個諷刺的交集是你太殘忍還是我太天真  你要我來就真的出席我的請帖是你的喜帖你要的一切如今都變成我的心碎你總是太清醒我始終喝不醉連祝福你還逼我給你的喜帖是我的請帖你邀我舉杯我只能回敬我的崩潰在場的都知道你我曾那麼好如今整顆心都碎了　你還要我微笑,悲傷
陳奕迅, 寂寞夜晚,淚滴染濕了迷蒙兩眼讓萬縷思念長懷心間想轉身 偏要依戀多一眼未問你心內何時會冷望著我的路 漫長孤單感慨中 握你雙手嘆聚散啊 偶然遇見無謂帶淚風中呼喊啊 有緣復見但願愛沒一分褪減落寞 寂寞的一個夜晚重投平凡 再見夢幻但願是瀟灑告別休說可歸返  斷斷續續的千個夜晚無窮濃情怕會漸淡靜默地拭乾了淚一切請珍惜 一切將吹散落寞 寂寞的一個夜晚重投平凡 再見夢幻但願是瀟灑告別休說可歸返斷斷續續的千個夜晚無窮濃情怕會漸淡靜默地拭乾了淚一切請珍惜,悲傷
陳奕迅, 寂寞奏嗚曲,深呼吸　用腳寫日記　要去哪裡好呢我漫步在人海裡我的手也冷得要命分開後　又幾年後　以為痛都好了但是只要是一下雨就像天又彈著鋼琴　彈的是你 原來愛上寂寞　會怕去愛　害怕走　卻得往前走　已經忘了很久　每個鏡頭　那時候的我  遠遠地　車浪無聲離去　馬路上人少了寂寞很美麗像一部沒有了字幕的電影　嗯....停了電　自己煮了麵　讓漆黑的世界佔領未來怎麼樣都可以　可是屬於我的愛情　可會來臨 OH...... 害怕走　卻得往前走以前快樂的我　給消滅後　還剩下什麼,悲傷
陳奕迅, 第一類接觸,翻閱手機　前世我見過你跨越世紀　　天天追你索曬氣一旦跳起　埋怨我嚇怕你攪盡腦汁誓要接觸你 失事客機　離你有數百里不用送死收起所有我武器假若有機誰也會佔有你膽大到死　像劫匪 一眼的接觸　知你經已被征服想要親切感　我為你補足  一起慶祝　這一晚太觸目要放鬆雙手別要拘束原來是我太興奮我差一點失控 我穿梭時空(from Alabama to Macau and Okinawa to Lantau)似千里尋凶(from Argentina to Iran and Barcelona To Iraq)我消息靈通(from California to Guangzhou and Yokohama to Cheung Chau)明日就要抱起你　我想起都失控,悲傷
陳奕迅, 習慣說,親人罹難哀悼然後適應生死有命多年仇恨恐懼還是適應當天不能承受今天能習慣一切難面對的事情循環地要我受難再沒甚麽感覺我已活下來遺憾是要我敘述最特別的感覺我會坐著發呆天王無敵於是贏盡比賽不感意外戀人期待初夜甜蜜的愛怎知不停重做竟變成動作不見曾望見的未來  循環地送我幸運再沒甚麽感覺我已活下來遺憾是要我敘述最特別的感覺我應付著說現在才明白即使爆炸直到第一千次亦不想那震撼離開還期望天清氣朗就算第一億次都想我看著能喝彩如明日我會遇著最夢幻的感覺我要錄下來如明日我會遇著最絕望的感覺我要念在我和你怎麼相愛若我會遇著最墮落的感覺我要慢慢來翻查人類史為何第一次得一次,悲傷
